"","artist_name","Valence","danceability","energy","loudness","speechiness","acousticness","liveness","tempo","track_name","album_name","album_release_year"
"1","Taylor Swift",0.0984,0.735,0.444,-10.519,0.0684,0.204,0.17,97.038,"Lavender Haze","Midnights (3am Edition)",2022
"2","Taylor Swift",0.0382,0.658,0.378,-8.3,0.0379,0.0593,0.0976,108.034,"Maroon","Midnights (3am Edition)",2022
"3","Taylor Swift",0.519,0.638,0.634,-6.582,0.0457,0.133,0.152,96.953,"Anti-Hero","Midnights (3am Edition)",2022
"4","Taylor Swift",0.154,0.659,0.323,-13.425,0.0436,0.735,0.116,110.007,"Snow On The Beach (feat. Lana Del Rey)","Midnights (3am Edition)",2022
"5","Taylor Swift",0.376,0.694,0.38,-10.307,0.0614,0.416,0.126,120.044,"You're On Your Own, Kid","Midnights (3am Edition)",2022
"6","Taylor Swift",0.23,0.636,0.377,-11.721,0.0708,0.71,0.115,139.966,"Midnight Rain","Midnights (3am Edition)",2022
"7","Taylor Swift",0.112,0.751,0.502,-8.777,0.162,0.226,0.297,108.989,"Question...?","Midnights (3am Edition)",2022
"8","Taylor Swift",0.16,0.87,0.279,-11.134,0.364,0.16,0.121,79.996,"Vigilante Shit","Midnights (3am Edition)",2022
"9","Taylor Swift",0.412,0.7,0.55,-9.13,0.0653,0.0661,0.091,164.003,"Bejeweled","Midnights (3am Edition)",2022
"10","Taylor Swift",0.141,0.487,0.313,-15.434,0.0487,0.791,0.124,110.039,"Labyrinth","Midnights (3am Edition)",2022
"11","Taylor Swift",0.106,0.649,0.622,-7.054,0.0582,0.074,0.594,90.024,"Karma","Midnights (3am Edition)",2022
"12","Taylor Swift",0.396,0.334,0.161,-14.875,0.0506,0.967,0.115,176.747,"Sweet Nothing","Midnights (3am Edition)",2022
"13","Taylor Swift",0.13,0.661,0.352,-14.077,0.117,0.571,0.0884,125.934,"Mastermind","Midnights (3am Edition)",2022
"14","Taylor Swift",0.554,0.573,0.741,-8.987,0.0353,0.219,0.0842,96.016,"The Great War","Midnights (3am Edition)",2022
"15","Taylor Swift",0.068,0.422,0.235,-12.379,0.0568,0.826,0.115,165.71,"Bigger Than The Whole Sky","Midnights (3am Edition)",2022
"16","Taylor Swift",0.345,0.7,0.509,-10.547,0.0789,0.112,0.137,110.947,"Paris","Midnights (3am Edition)",2022
"17","Taylor Swift",0.755,0.646,0.529,-10.179,0.0864,0.723,0.0885,87.862,"High Infidelity","Midnights (3am Edition)",2022
"18","Taylor Swift",0.347,0.675,0.466,-9.738,0.201,0.361,0.11,140.864,"Glitch","Midnights (3am Edition)",2022
"19","Taylor Swift",0.55,0.483,0.84,-6.508,0.119,0.43,0.146,157.979,"Would've, Could've, Should've","Midnights (3am Edition)",2022
"20","Taylor Swift",0.159,0.562,0.388,-12.088,0.0705,0.481,0.117,107.747,"Dear Reader","Midnights (3am Edition)",2022
"21","Taylor Swift",0.106,0.735,0.46,-10.501,0.0804,0.253,0.184,96.962,"Lavender Haze","Midnights (3am Edition)",2022
"22","Taylor Swift",0.0379,0.65,0.404,-8.403,0.0356,0.0616,0.104,108.03,"Maroon","Midnights (3am Edition)",2022
"23","Taylor Swift",0.474,0.638,0.624,-6.577,0.0441,0.131,0.15,96.889,"Anti-Hero","Midnights (3am Edition)",2022
"24","Taylor Swift",0.172,0.65,0.325,-13.483,0.0399,0.686,0.137,109.947,"Snow On The Beach (feat. Lana Del Rey)","Midnights (3am Edition)",2022
"25","Taylor Swift",0.364,0.693,0.387,-10.304,0.0663,0.392,0.124,120.045,"You're On Your Own, Kid","Midnights (3am Edition)",2022
"26","Taylor Swift",0.228,0.629,0.385,-11.722,0.0749,0.712,0.115,140.002,"Midnight Rain","Midnights (3am Edition)",2022
"27","Taylor Swift",0.131,0.722,0.494,-8.691,0.204,0.216,0.226,108.94,"Question...?","Midnights (3am Edition)",2022
"28","Taylor Swift",0.155,0.875,0.286,-10.943,0.361,0.163,0.127,79.97,"Vigilante Shit","Midnights (3am Edition)",2022
"29","Taylor Swift",0.4,0.693,0.543,-9.153,0.0677,0.0635,0.0839,164.027,"Bejeweled","Midnights (3am Edition)",2022
"30","Taylor Swift",0.143,0.475,0.309,-15.412,0.0423,0.784,0.123,109.967,"Labyrinth","Midnights (3am Edition)",2022
"31","Taylor Swift",0.0941,0.654,0.638,-7.084,0.075,0.0727,0.497,90.007,"Karma","Midnights (3am Edition)",2022
"32","Taylor Swift",0.392,0.435,0.163,-14.889,0.0509,0.967,0.115,117.747,"Sweet Nothing","Midnights (3am Edition)",2022
"33","Taylor Swift",0.143,0.656,0.341,-14.088,0.157,0.561,0.0871,125.984,"Mastermind","Midnights (3am Edition)",2022
"34","Taylor Swift",0.593,0.57,0.739,-9.013,0.0358,0.213,0.0937,96.025,"The Great War","Midnights (3am Edition)",2022
"35","Taylor Swift",0.0656,0.395,0.226,-12.511,0.0518,0.829,0.115,165.523,"Bigger Than The Whole Sky","Midnights (3am Edition)",2022
"36","Taylor Swift",0.339,0.696,0.485,-10.573,0.123,0.103,0.136,110.962,"Paris","Midnights (3am Edition)",2022
"37","Taylor Swift",0.758,0.652,0.536,-10.211,0.0881,0.712,0.0854,87.963,"High Infidelity","Midnights (3am Edition)",2022
"38","Taylor Swift",0.331,0.571,0.477,-9.737,0.246,0.313,0.11,140.734,"Glitch","Midnights (3am Edition)",2022
"39","Taylor Swift",0.554,0.488,0.832,-6.508,0.114,0.424,0.139,157.984,"Would've, Could've, Should've","Midnights (3am Edition)",2022
"40","Taylor Swift",0.157,0.681,0.396,-12.109,0.0487,0.487,0.117,107.954,"Dear Reader","Midnights (3am Edition)",2022
"41","Taylor Swift",0.0976,0.733,0.436,-10.489,0.08,0.258,0.157,96.985,"Lavender Haze","Midnights",2022
"42","Taylor Swift",0.0374,0.637,0.398,-8.294,0.0564,0.0573,0.101,108.075,"Maroon","Midnights",2022
"43","Taylor Swift",0.533,0.637,0.643,-6.571,0.0519,0.13,0.142,97.008,"Anti-Hero","Midnights",2022
"44","Taylor Swift",0.193,0.663,0.319,-13.481,0.0375,0.69,0.117,109.957,"Snow On The Beach (feat. Lana Del Rey)","Midnights",2022
"45","Taylor Swift",0.38,0.696,0.396,-10.289,0.0656,0.401,0.125,120.041,"You're On Your Own, Kid","Midnights",2022
"46","Taylor Swift",0.23,0.643,0.363,-11.738,0.0767,0.69,0.115,139.865,"Midnight Rain","Midnights",2022
"47","Taylor Swift",0.106,0.751,0.502,-8.763,0.167,0.2,0.296,108.943,"Question...?","Midnights",2022
"48","Taylor Swift",0.163,0.798,0.277,-11.096,0.39,0.173,0.121,79.846,"Vigilante Shit","Midnights",2022
"49","Taylor Swift",0.433,0.696,0.559,-9.19,0.0693,0.0618,0.0887,163.999,"Bejeweled","Midnights",2022
"50","Taylor Swift",0.122,0.406,0.306,-15.48,0.0517,0.785,0.122,110.014,"Labyrinth","Midnights",2022
"51","Taylor Swift",0.0969,0.642,0.62,-7.091,0.0666,0.0734,0.483,90.02,"Karma","Midnights",2022
"52","Taylor Swift",0.39,0.337,0.156,-14.919,0.0518,0.964,0.115,176.655,"Sweet Nothing","Midnights",2022
"53","Taylor Swift",0.124,0.662,0.357,-14.064,0.154,0.553,0.0837,125.966,"Mastermind","Midnights",2022
"54","Taylor Swift",0.101,0.743,0.463,-10.485,0.0782,0.253,0.164,96.999,"Lavender Haze","Midnights",2022
"55","Taylor Swift",0.0384,0.658,0.401,-8.377,0.0367,0.0547,0.0927,108.049,"Maroon","Midnights",2022
"56","Taylor Swift",0.506,0.639,0.628,-6.606,0.0525,0.12,0.191,96.982,"Anti-Hero","Midnights",2022
"57","Taylor Swift",0.184,0.651,0.322,-13.459,0.0393,0.664,0.139,109.949,"Snow On The Beach (feat. Lana Del Rey)","Midnights",2022
"58","Taylor Swift",0.401,0.694,0.385,-10.329,0.0628,0.408,0.126,120.02,"You're On Your Own, Kid","Midnights",2022
"59","Taylor Swift",0.183,0.638,0.369,-11.711,0.0737,0.723,0.115,139.932,"Midnight Rain","Midnights",2022
"60","Taylor Swift",0.111,0.73,0.495,-8.729,0.195,0.205,0.274,108.967,"Question...?","Midnights",2022
"61","Taylor Swift",0.176,0.87,0.284,-10.984,0.402,0.175,0.127,79.975,"Vigilante Shit","Midnights",2022
"62","Taylor Swift",0.39,0.696,0.56,-9.137,0.0664,0.0641,0.0888,164,"Bejeweled","Midnights",2022
"63","Taylor Swift",0.146,0.48,0.31,-15.418,0.0439,0.802,0.123,109.982,"Labyrinth","Midnights",2022
"64","Taylor Swift",0.102,0.648,0.639,-7.052,0.065,0.0655,0.499,90.012,"Karma","Midnights",2022
"65","Taylor Swift",0.392,0.336,0.159,-14.899,0.0463,0.966,0.115,176.768,"Sweet Nothing","Midnights",2022
"66","Taylor Swift",0.123,0.661,0.354,-14.088,0.142,0.549,0.0912,125.974,"Mastermind","Midnights",2022
"67","Taylor Swift",0.328,0.594,0.713,-5.314,0.0503,0.000328,0.114,129.958,"State Of Grace (Taylor's Version)","Red (Taylor's Version)",2021
"68","Taylor Swift",0.408,0.516,0.777,-4.908,0.0375,0.00108,0.0761,125.047,"Red (Taylor's Version)","Red (Taylor's Version)",2021
"69","Taylor Swift",0.299,0.645,0.593,-6.506,0.0288,0.0344,0.13,109.984,"Treacherous (Taylor's Version)","Red (Taylor's Version)",2021
"70","Taylor Swift",0.767,0.584,0.557,-6.371,0.0342,0.0129,0.0576,154.008,"I Knew You Were Trouble (Taylor's Version)","Red (Taylor's Version)",2021
"71","Taylor Swift",0.132,0.44,0.528,-7.809,0.0317,0.0171,0.234,185.972,"All Too Well (Taylor's Version)","Red (Taylor's Version)",2021
"72","Taylor Swift",0.642,0.642,0.695,-5.62,0.0281,0.000443,0.0753,103.984,"22 (Taylor's Version)","Red (Taylor's Version)",2021
"73","Taylor Swift",0.248,0.511,0.559,-6.587,0.0264,0.0167,0.113,145.88,"I Almost Do (Taylor's Version)","Red (Taylor's Version)",2021
"74","Taylor Swift",0.716,0.567,0.686,-6.139,0.175,0.0317,0.0732,172.014,"We Are Never Ever Getting Back Together (Taylor's Version)","Red (Taylor's Version)",2021
"75","Taylor Swift",0.663,0.693,0.681,-7.039,0.025,0.0848,0.0768,100.02,"Stay Stay Stay (Taylor's Version)","Red (Taylor's Version)",2021
"76","Taylor Swift",0.155,0.502,0.534,-5.954,0.0278,0.0399,0.0977,94.05,"The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version)","Red (Taylor's Version)",2021
"77","Taylor Swift",0.511,0.622,0.809,-5.623,0.0638,0.0288,0.109,156.894,"Holy Ground (Taylor's Version)","Red (Taylor's Version)",2021
"78","Taylor Swift",0.232,0.601,0.406,-11.827,0.0275,0.622,0.133,130.059,"Sad Beautiful Tragic (Taylor's Version)","Red (Taylor's Version)",2021
"79","Taylor Swift",0.538,0.686,0.571,-7.138,0.05,0.066,0.0608,117.889,"The Lucky One (Taylor's Version)","Red (Taylor's Version)",2021
"80","Taylor Swift",0.474,0.498,0.61,-5.098,0.0363,0.271,0.223,79.918,"Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)","Red (Taylor's Version)",2021
"81","Taylor Swift",0.605,0.628,0.685,-5.864,0.0358,0.00324,0.18,126.014,"Starlight (Taylor's Version)","Red (Taylor's Version)",2021
"82","Taylor Swift",0.267,0.519,0.527,-7.673,0.0274,0.075,0.132,78.915,"Begin Again (Taylor's Version)","Red (Taylor's Version)",2021
"83","Taylor Swift",0.208,0.636,0.402,-7.855,0.031,0.0494,0.107,125.952,"The Moment I Knew (Taylor's Version)","Red (Taylor's Version)",2021
"84","Taylor Swift",0.399,0.46,0.632,-6.031,0.0302,0.0158,0.0822,79.846,"Come Back...Be Here (Taylor's Version)","Red (Taylor's Version)",2021
"85","Taylor Swift",0.612,0.691,0.736,-6.974,0.0326,0.00955,0.101,125.089,"Girl At Home (Taylor's Version)","Red (Taylor's Version)",2021
"86","Taylor Swift",0.101,0.445,0.131,-13.778,0.0564,0.663,0.108,208.918,"State Of Grace (Acoustic Version) (Taylor's Version)","Red (Taylor's Version)",2021
"87","Taylor Swift",0.38,0.623,0.279,-10.802,0.031,0.661,0.193,116.04,"Ronan (Taylor's Version)","Red (Taylor's Version)",2021
"88","Taylor Swift",0.255,0.473,0.579,-5.824,0.0384,0.214,0.0877,73.942,"Better Man (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"89","Taylor Swift",0.446,0.606,0.377,-9.455,0.0275,0.817,0.154,101.96,"Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)",2021
"90","Taylor Swift",0.746,0.584,0.743,-7.075,0.0931,0.0538,0.121,167.844,"Babe (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"91","Taylor Swift",0.494,0.622,0.791,-6.106,0.0535,0.00188,0.083,115.915,"Message In A Bottle (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"92","Taylor Swift",0.473,0.391,0.715,-4.516,0.0495,0.167,0.183,149.654,"I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)",2021
"93","Taylor Swift",0.41,0.611,0.552,-5.828,0.031,0.256,0.134,116.012,"Forever Winter (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"94","Taylor Swift",0.443,0.61,0.488,-6.918,0.0293,0.817,0.312,125.039,"Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)",2021
"95","Taylor Swift",0.581,0.678,0.733,-5.025,0.0281,0.00115,0.104,121.009,"The Very First Night (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"96","Taylor Swift",0.205,0.631,0.518,-8.771,0.0303,0.274,0.088,93.023,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"97","Taylor Swift",0.328,0.594,0.713,-5.314,0.0503,0.000328,0.114,129.958,"State Of Grace (Taylor's Version)","Red (Taylor's Version)",2021
"98","Taylor Swift",0.408,0.516,0.777,-4.908,0.0375,0.00108,0.0761,125.047,"Red (Taylor's Version)","Red (Taylor's Version)",2021
"99","Taylor Swift",0.299,0.645,0.593,-6.506,0.0288,0.0344,0.13,109.984,"Treacherous (Taylor's Version)","Red (Taylor's Version)",2021
"100","Taylor Swift",0.767,0.584,0.557,-6.371,0.0342,0.0129,0.0576,154.008,"I Knew You Were Trouble (Taylor's Version)","Red (Taylor's Version)",2021
"101","Taylor Swift",0.132,0.44,0.528,-7.809,0.0317,0.0171,0.234,185.972,"All Too Well (Taylor's Version)","Red (Taylor's Version)",2021
"102","Taylor Swift",0.642,0.642,0.695,-5.62,0.0281,0.000443,0.0753,103.984,"22 (Taylor's Version)","Red (Taylor's Version)",2021
"103","Taylor Swift",0.248,0.511,0.559,-6.587,0.0264,0.0167,0.113,145.88,"I Almost Do (Taylor's Version)","Red (Taylor's Version)",2021
"104","Taylor Swift",0.716,0.567,0.686,-6.139,0.175,0.0317,0.0732,172.014,"We Are Never Ever Getting Back Together (Taylor's Version)","Red (Taylor's Version)",2021
"105","Taylor Swift",0.663,0.693,0.681,-7.039,0.025,0.0848,0.0768,100.02,"Stay Stay Stay (Taylor's Version)","Red (Taylor's Version)",2021
"106","Taylor Swift",0.155,0.502,0.534,-5.954,0.0278,0.0399,0.0977,94.05,"The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version)","Red (Taylor's Version)",2021
"107","Taylor Swift",0.511,0.622,0.809,-5.623,0.0638,0.0288,0.109,156.894,"Holy Ground (Taylor's Version)","Red (Taylor's Version)",2021
"108","Taylor Swift",0.232,0.601,0.406,-11.827,0.0275,0.622,0.133,130.059,"Sad Beautiful Tragic (Taylor's Version)","Red (Taylor's Version)",2021
"109","Taylor Swift",0.538,0.686,0.571,-7.138,0.05,0.066,0.0608,117.889,"The Lucky One (Taylor's Version)","Red (Taylor's Version)",2021
"110","Taylor Swift",0.474,0.498,0.61,-5.098,0.0363,0.271,0.223,79.918,"Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)","Red (Taylor's Version)",2021
"111","Taylor Swift",0.605,0.628,0.685,-5.864,0.0358,0.00324,0.18,126.014,"Starlight (Taylor's Version)","Red (Taylor's Version)",2021
"112","Taylor Swift",0.267,0.519,0.527,-7.673,0.0274,0.075,0.132,78.915,"Begin Again (Taylor's Version)","Red (Taylor's Version)",2021
"113","Taylor Swift",0.208,0.636,0.402,-7.855,0.031,0.0494,0.107,125.952,"The Moment I Knew (Taylor's Version)","Red (Taylor's Version)",2021
"114","Taylor Swift",0.399,0.46,0.632,-6.031,0.0302,0.0158,0.0822,79.846,"Come Back...Be Here (Taylor's Version)","Red (Taylor's Version)",2021
"115","Taylor Swift",0.612,0.691,0.736,-6.974,0.0326,0.00955,0.101,125.089,"Girl At Home (Taylor's Version)","Red (Taylor's Version)",2021
"116","Taylor Swift",0.101,0.445,0.131,-13.778,0.0564,0.663,0.108,208.918,"State Of Grace (Acoustic Version) (Taylor's Version)","Red (Taylor's Version)",2021
"117","Taylor Swift",0.38,0.623,0.279,-10.802,0.031,0.661,0.193,116.04,"Ronan (Taylor's Version)","Red (Taylor's Version)",2021
"118","Taylor Swift",0.255,0.473,0.579,-5.824,0.0384,0.214,0.0877,73.942,"Better Man (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"119","Taylor Swift",0.446,0.606,0.377,-9.455,0.0275,0.817,0.154,101.96,"Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)",2021
"120","Taylor Swift",0.746,0.584,0.743,-7.075,0.0931,0.0538,0.121,167.844,"Babe (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"121","Taylor Swift",0.494,0.622,0.791,-6.106,0.0535,0.00188,0.083,115.915,"Message In A Bottle (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"122","Taylor Swift",0.482,0.403,0.714,-4.514,0.0488,0.16,0.179,149.67,"I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)",2021
"123","Taylor Swift",0.41,0.611,0.552,-5.828,0.031,0.256,0.134,116.012,"Forever Winter (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"124","Taylor Swift",0.443,0.61,0.488,-6.918,0.0293,0.817,0.312,125.039,"Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)",2021
"125","Taylor Swift",0.581,0.678,0.733,-5.025,0.0281,0.00115,0.104,121.009,"The Very First Night (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"126","Taylor Swift",0.213,0.631,0.522,-8.649,0.0302,0.279,0.0875,93,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Red (Taylor's Version)",2021
"127","Taylor Swift",0.43,0.569,0.741,-4.963,0.0282,0.0122,0.333,100.118,"Fearless (Taylor’s Version)","Fearless (Taylor's Version)",2021
"128","Taylor Swift",0.289,0.559,0.646,-4.61,0.0272,0.116,0.32,95.466,"Fifteen (Taylor’s Version)","Fearless (Taylor's Version)",2021
"129","Taylor Swift",0.415,0.627,0.792,-4.311,0.031,0.13,0.0845,119.054,"Love Story (Taylor’s Version)","Fearless (Taylor's Version)",2021
"130","Taylor Swift",0.797,0.788,0.571,-6.135,0.0296,0.106,0.0934,115.99,"Hey Stephen (Taylor’s Version)","Fearless (Taylor's Version)",2021
"131","Taylor Swift",0.366,0.423,0.517,-7.377,0.0486,0.369,0.177,185.262,"White Horse (Taylor’s Version)","Fearless (Taylor's Version)",2021
"132","Taylor Swift",0.474,0.632,0.773,-4.856,0.0346,0.0623,0.0885,130.033,"You Belong With Me (Taylor’s Version)","Fearless (Taylor's Version)",2021
"133","Taylor Swift",0.321,0.506,0.626,-6.066,0.0287,0.156,0.228,148.035,"Breathe (feat. Colbie Caillat) (Taylor’s Version)","Fearless (Taylor's Version)",2021
"134","Taylor Swift",0.541,0.578,0.909,-3.669,0.0628,0.0222,0.333,100.023,"Tell Me Why (Taylor’s Version)","Fearless (Taylor's Version)",2021
"135","Taylor Swift",0.241,0.506,0.444,-4.99,0.0285,0.0538,0.123,133.873,"You’re Not Sorry (Taylor’s Version)","Fearless (Taylor's Version)",2021
"136","Taylor Swift",0.472,0.402,0.732,-4.665,0.0484,0.0033,0.108,161.032,"The Way I Loved You (Taylor’s Version)","Fearless (Taylor's Version)",2021
"137","Taylor Swift",0.673,0.598,0.821,-4.433,0.0447,0.0231,0.143,128.03,"Forever & Always (Taylor’s Version)","Fearless (Taylor's Version)",2021
"138","Taylor Swift",0.469,0.642,0.576,-8.524,0.0282,0.488,0.159,125,"The Best Day (Taylor’s Version)","Fearless (Taylor's Version)",2021
"139","Taylor Swift",0.344,0.499,0.815,-4.063,0.0341,0.000191,0.181,95.999,"Change (Taylor’s Version)","Fearless (Taylor's Version)",2021
"140","Taylor Swift",0.624,0.572,0.69,-6.201,0.0358,0.0474,0.0897,160.111,"Jump Then Fall (Taylor’s Version)","Fearless (Taylor's Version)",2021
"141","Taylor Swift",0.224,0.393,0.531,-6.112,0.0329,0.0181,0.169,200.391,"Untouchable (Taylor’s Version)","Fearless (Taylor's Version)",2021
"142","Taylor Swift",0.271,0.546,0.273,-9.208,0.0308,0.819,0.137,118.753,"Forever & Always (Piano Version) (Taylor’s Version)","Fearless (Taylor's Version)",2021
"143","Taylor Swift",0.167,0.476,0.564,-5.677,0.0269,0.0406,0.102,143.929,"Come In With The Rain (Taylor’s Version)","Fearless (Taylor's Version)",2021
"144","Taylor Swift",0.171,0.454,0.555,-6.69,0.0283,0.157,0.343,171.862,"Superstar (Taylor’s Version)","Fearless (Taylor's Version)",2021
"145","Taylor Swift",0.629,0.432,0.873,-4.367,0.0577,0.0279,0.167,163.936,"The Other Side Of The Door (Taylor’s Version)","Fearless (Taylor's Version)",2021
"146","Taylor Swift",0.328,0.482,0.779,-5.025,0.0409,0.0135,0.296,158.162,"Today Was A Fairytale (Taylor’s Version)","Fearless (Taylor's Version)",2021
"147","Taylor Swift",0.44,0.599,0.494,-7.61,0.0372,0.816,0.101,142.893,"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",2021
"148","Taylor Swift",0.714,0.66,0.817,-6.269,0.0521,0.162,0.0667,135.942,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",2021
"149","Taylor Swift",0.13,0.609,0.373,-8.819,0.0263,0.849,0.0779,106.007,"We Were Happy (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",2021
"150","Taylor Swift",0.508,0.588,0.608,-7.062,0.0365,0.225,0.092,90.201,"That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",2021
"151","Taylor Swift",0.405,0.563,0.473,-11.548,0.0503,0.514,0.109,101.934,"Don’t You (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",2021
"152","Taylor Swift",0.527,0.624,0.624,-7.86,0.0539,0.334,0.0995,80.132,"Bye Bye Baby (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",2021
"153","Taylor Swift",0.529,0.392,0.574,-9.195,0.17,0.833,0.145,81.112,"willow","evermore (deluxe version)",2021
"154","Taylor Swift",0.32,0.462,0.24,-12.077,0.0377,0.92,0.113,171.319,"champagne problems","evermore (deluxe version)",2021
"155","Taylor Swift",0.353,0.512,0.462,-10.491,0.0408,0.83,0.121,112.05,"gold rush","evermore (deluxe version)",2021
"156","Taylor Swift",0.348,0.575,0.434,-8.193,0.0312,0.735,0.105,145.916,"‘tis the damn season","evermore (deluxe version)",2021
"157","Taylor Swift",0.221,0.316,0.361,-10.381,0.0488,0.878,0.0797,74.952,"tolerate it","evermore (deluxe version)",2021
"158","Taylor Swift",0.535,0.546,0.613,-7.589,0.0264,0.418,0.103,79.015,"no body, no crime (feat. HAIM)","evermore (deluxe version)",2021
"159","Taylor Swift",0.211,0.559,0.334,-10.733,0.0376,0.87,0.114,122.079,"happiness","evermore (deluxe version)",2021
"160","Taylor Swift",0.354,0.605,0.488,-8.322,0.0264,0.696,0.129,119.966,"dorothea","evermore (deluxe version)",2021
"161","Taylor Swift",0.292,0.537,0.537,-11.266,0.0617,0.819,0.142,107.895,"coney island (feat. The National)","evermore (deluxe version)",2021
"162","Taylor Swift",0.535,0.515,0.545,-9.277,0.0353,0.855,0.0921,88.856,"ivy","evermore (deluxe version)",2021
"163","Taylor Swift",0.511,0.604,0.517,-9.014,0.0347,0.768,0.123,127.967,"cowboy like me","evermore (deluxe version)",2021
"164","Taylor Swift",0.573,0.546,0.73,-7.704,0.0417,0.66,0.0972,157.895,"long story short","evermore (deluxe version)",2021
"165","Taylor Swift",0.287,0.535,0.561,-11.609,0.0484,0.876,0.115,96.103,"marjorie","evermore (deluxe version)",2021
"166","Taylor Swift",0.92,0.689,0.704,-10.813,0.245,0.835,0.134,151.884,"closure","evermore (deluxe version)",2021
"167","Taylor Swift",0.32,0.39,0.27,-10.673,0.0308,0.937,0.111,125.177,"evermore (feat. Bon Iver)","evermore (deluxe version)",2021
"168","Taylor Swift",0.645,0.581,0.619,-6.524,0.0282,0.769,0.117,137.915,"right where you left me - bonus track","evermore (deluxe version)",2021
"169","Taylor Swift",0.416,0.592,0.41,-12.426,0.0397,0.801,0.09,151.923,"it’s time to go - bonus track","evermore (deluxe version)",2021
"170","Taylor Swift",0.549,0.392,0.579,-9.195,0.164,0.835,0.145,80.961,"willow","evermore (deluxe version)",2021
"171","Taylor Swift",0.325,0.463,0.248,-12.036,0.0374,0.92,0.113,171.346,"champagne problems","evermore (deluxe version)",2021
"172","Taylor Swift",0.351,0.498,0.471,-10.406,0.0411,0.811,0.121,112.018,"gold rush","evermore (deluxe version)",2021
"173","Taylor Swift",0.351,0.575,0.435,-8.193,0.0311,0.737,0.105,145.91,"‘tis the damn season","evermore (deluxe version)",2021
"174","Taylor Swift",0.212,0.373,0.36,-10.376,0.0387,0.878,0.079,147.442,"tolerate it","evermore (deluxe version)",2021
"175","Taylor Swift",0.528,0.547,0.613,-7.577,0.0264,0.431,0.102,79.011,"no body, no crime (feat. HAIM)","evermore (deluxe version)",2021
"176","Taylor Swift",0.201,0.558,0.331,-10.649,0.0381,0.861,0.113,122.035,"happiness","evermore (deluxe version)",2021
"177","Taylor Swift",0.361,0.607,0.488,-8.329,0.0264,0.694,0.129,119.953,"dorothea","evermore (deluxe version)",2021
"178","Taylor Swift",0.304,0.529,0.536,-11.269,0.0627,0.826,0.141,107.873,"coney island (feat. The National)","evermore (deluxe version)",2021
"179","Taylor Swift",0.522,0.329,0.547,-9.514,0.0397,0.848,0.088,86.629,"ivy","evermore (deluxe version)",2021
"180","Taylor Swift",0.512,0.605,0.513,-8.962,0.0337,0.774,0.123,127.986,"cowboy like me","evermore (deluxe version)",2021
"181","Taylor Swift",0.571,0.546,0.732,-7.715,0.0423,0.674,0.0972,157.893,"long story short","evermore (deluxe version)",2021
"182","Taylor Swift",0.294,0.535,0.562,-11.615,0.0479,0.878,0.114,96.103,"marjorie","evermore (deluxe version)",2021
"183","Taylor Swift",0.919,0.686,0.705,-10.823,0.249,0.832,0.134,151.868,"closure","evermore (deluxe version)",2021
"184","Taylor Swift",0.314,0.395,0.27,-10.672,0.0309,0.937,0.111,120.94,"evermore (feat. Bon Iver)","evermore (deluxe version)",2021
"185","Taylor Swift",0.645,0.581,0.619,-6.524,0.0282,0.769,0.117,137.915,"right where you left me - bonus track","evermore (deluxe version)",2021
"186","Taylor Swift",0.416,0.592,0.41,-12.426,0.0397,0.801,0.09,151.923,"it’s time to go - bonus track","evermore (deluxe version)",2021
"187","Taylor Swift",0.529,0.392,0.574,-9.195,0.17,0.833,0.145,81.112,"willow","evermore",2020
